"","leima","kirjatlaani","kansallisuus","perheen_toimeentulo","sukupuoli","siviilisaaty"
"23545","000000000010EDE1","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23546","000000000010EDF0","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23547","00000000001433DD","Oulun lääni","","Huono","Mies","Naimisissa"
"23548","0000000000033B24","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23549","000000000003404D","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23550","0000000000032B7B","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23551","00000000000F9DFE","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23552","0000000000032B7E","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23553","00000000000B8CDC","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23554","00000000000D775D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23555","00000001002C37FA","Kuopion lääni","","","Mies","Ei tietoa"
"23556","000000000009E827","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23557","00000000000C82B9","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23558","00000000000A3BF2","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23559","00000000000E3726","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23560","00000000000B6105","Kuopion lääni","","Ei tietoa","Mies","Ei tietoa"
"23561","0000000000112BB5","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23562","0000000000116472","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23563","000000000000D26D","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23564","00000001002C3816","Oulun lääni","","","Mies","Naimisissa"
"23565","000000000011141F","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23566","0000000000030FE6","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23567","00000000000F46B5","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23568","00000000000D8E9A","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23569","000000000011819A","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23570","0000000000139A92","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23571","00000000000F0C9A","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23572","0000000000136E54","Kuopion lääni","","Ei tietoa","Mies","Ei tietoa"
"23573","00000000000A46F8","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23574","000000000011FF40","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23575","00000000000DC70A","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23576","00000000000D06CE","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23577","00000000000A6E9B","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23578","0000000000115558","Oulun lääni","","Ei tietoa","Mies","Naimisissa"
"23579","00000000000A7502","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23580","00000000000D5A8C","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23581","0000000000094D34","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23582","0000000000139AC7","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23583","00000000000E9BF2","Kuopion lääni","","Ei tietoa","Mies","Naimisissa"
"23584","00000000000E9AB8","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23585","00000000000ED59E","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23586","00000000000EB9D8","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23587","00000000000EF77E","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23588","00000000001161D6","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23589","0000000000033344","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23590","000000000003DA2D","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23591","00000000000AE39A","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23592","000000000014F511","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23593","00000000000E828E","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23594","000000000003C083","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
"23595","00000000000F02C6","Oulun lääni","","Ei tietoa","Mies","Naimaton"
"23596","00000000000EBF63","Kuopion lääni","","Ei tietoa","Mies","Naimaton"
