"","leima","kirjatlaani","kansallisuus","perheen_toimeentulo","sukupuoli","siviilisaaty"
"101","0000000000146A60","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"102","000000000000B4D0","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"103","000000000003B256","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"104","00000001002B1663","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"105","0000000000066C7D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"106","000000010050C670","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"107","0000000000102940","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"108","0000000000102A5D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"109","000000000002DBC1","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"110","00000000001465B7","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"111","000000000000B718","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"112","0000000000114FC7","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"113","0000000000102BBB","Viipurin lääni","","Muu","Mies","Naimisissa"
"114","00000000000DB0AA","Viipurin lääni","","Muu","Mies","Naimisissa"
"115","000000000000B4EF","Viipurin lääni","","Muu","Mies","Naimisissa"
"116","0000000000102CA1","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"117","0000000000102C30","Viipurin lääni","","Muu","Mies","Naimaton"
"118","000000000000B4F0","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"119","0000000000102D1D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"120","0000000000102D40","Viipurin lääni","","Muu","Mies","Naimisissa"
"121","0000000000102DCC","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"122","0000000000148211","Viipurin lääni","","Muu","Mies","Naimisissa"
"123","000000000000B4F2","Viipurin lääni","","Muu","Mies","Naimisissa"
"124","000000000000AD8E","Viipurin lääni","","Muu","Mies","Naimisissa"
"125","000000010050D9AA","Viipurin lääni","","Muu","Mies","Naimisissa"
"126","000000000000B039","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"127","0000000000102E07","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"128","00000000000368D2","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"129","000000000000A855","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"130","0000000000040220","Viipurin lääni","","Muu","Mies","Naimaton"
"131","000000000000B4F4","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"132","0000000000040249","Viipurin lääni","","Muu","Mies","Naimisissa"
"133","0000000000040226","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"134","000000000004025F","Viipurin lääni","","Muu","Mies","Naimisissa"
"135","0000000000119A2B","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"136","000000000000B9D1","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"137","000000000000B9D2","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"138","000000000000B9D3","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"139","000000000000AC6C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"140","000000000000AC6D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"141","0000000000111FAD","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"142","00000000000E1B1A","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"143","0000000000098D0D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"144","000000000003D2DF","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"145","000000000011256F","Viipurin lääni","","Muu","Mies","Naimisissa"
"146","000000000014745F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"147","000000000000A856","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"148","0000000000102901","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"149","0000000000031EE6","Viipurin lääni","","Ei tietoa","Nainen","Naimisissa"
"150","000000000000A8F8","Viipurin lääni","","Huono","Mies","Naimisissa"
"151","000000010050D191","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"152","000000000000A857","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"153","0000000000124802","Viipurin lääni","","Muu","Mies","Naimisissa"
"154","000000000000A859","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"155","0000000000120AE2","Viipurin lääni","","Muu","Mies","Naimisissa"
"156","00000001002B1708","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"157","000000000000A85B","Viipurin lääni","","Muu","Mies","Naimisissa"
"158","000000000000A85C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"159","000000000000A85D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"160","00000001002B1715","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"161","0000000000113F33","Viipurin lääni","","Muu","Mies","Naimisissa"
"162","000000000000A85F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"163","000000000014B741","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"164","000000000000A861","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"165","00000000000FEFF1","Viipurin lääni","","Huono","Mies","Naimisissa"
"166","00000000000EA72E","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"167","0000000000125EEE","Viipurin lääni","","Muu","Mies","Naimisissa"
"168","000000000014590F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"169","0000000000035D16","Viipurin lääni","","Ei tietoa","Nainen","Leski"
"170","000000000000A865","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"171","000000000000A866","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"172","000000000000A867","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"173","000000000000A868","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"174","000000000000A869","Viipurin lääni","","Muu","Mies","Naimisissa"
"175","000000000015491C","Viipurin lääni","","Muu","Mies","Naimisissa"
"176","000000000000A86B","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"177","000000000000A86C","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"178","000000000000A86D","Viipurin lääni","","Muu","Mies","Naimaton"
"179","000000010050B40B","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"180","000000000000A86E","Viipurin lääni","","Muu","Mies","Naimisissa"
"181","00000000000882D2","Viipurin lääni","","Muu","Mies","Naimisissa"
"182","000000000000A870","Viipurin lääni","","Muu","Mies","Naimisissa"
"183","00000000000D044F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"184","000000000000A871","Viipurin lääni","","Muu","Mies","Naimisissa"
"185","00000000000AACBB","Viipurin lääni","","Ei tietoa","Nainen","Naimaton"
"186","000000000000A873","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"187","00000000000A6436","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"188","000000000014B752","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"189","000000000000A876","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"190","00000001002B1771","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"191","000000000000A877","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"192","00000001002B1777","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"193","000000000000A878","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"194","0000000000141557","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"195","00000001002B1781","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"196","000000000000A879","Viipurin lääni","","Muu","Mies","Naimisissa"
"197","00000000000F5FD6","Viipurin lääni","","Muu","Mies","Naimisissa"
"198","000000000000A87B","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"199","000000000000A87C","Viipurin lääni","","Muu","Mies","Naimaton"
"200","00000001002B1790","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"201","00000001002B1793","Viipurin lääni","","Ei tietoa","Nainen","Naimaton"
"202","000000000000A87D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"203","00000000000284CD","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"204","000000000000A87F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"205","000000010050BFFE","Viipurin lääni","","Huono","Mies","Naimisissa"
"206","000000000000A880","Viipurin lääni","","Muu","Mies","Naimisissa"
"207","00000000000259A4","Viipurin lääni","","Muu","Mies","Naimisissa"
"208","0000000000127C9B","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"209","00000000000AAC2D","Viipurin lääni","","Muu","Mies","Naimisissa"
"210","00000000000AAC21","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"211","00000000000AAC0B","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"212","00000000000EEA51","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"213","0000000000085287","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"214","000000000008D791","Viipurin lääni","","Muu","Mies","Naimaton"
"215","0000000000056CBA","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"216","00000000000D0072","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"217","00000000000AAC9B","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"218","000000000008E5AF","Viipurin lääni","","Muu","Mies","Naimisissa"
"219","00000000000EBBF8","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"220","00000000000669D9","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"221","0000000000109F50","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"222","00000000000AAB5E","Viipurin lääni","","Muu","Mies","Naimisissa"
"223","00000000000CCF2B","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"224","000000000008E297","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"225","0000000000057F9F","Viipurin lääni","","Huono","Mies","Naimisissa"
"226","000000000005751F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"227","000000000014D4B8","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"228","0000000000143B96","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"229","00000000000AAB12","Viipurin lääni","","Muu","Mies","Naimisissa"
"230","000000000011B030","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"231","000000000006816E","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"232","0000000000068247","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"233","0000000000068852","Viipurin lääni","","Ei tietoa","Mies","Leski"
"234","00000000000DB65E","Viipurin lääni","","Muu","Mies","Naimisissa"
"235","0000000000081A4F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"236","0000000000070F32","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"237","0000000000088837","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"238","00000000000DFC35","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"239","00000000000AAC7C","Viipurin lääni","","Muu","Mies","Naimisissa"
"240","00000000000AAC72","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"241","00000000000691E6","Viipurin lääni","","Muu","Mies","Naimisissa"
"242","00000000000AAC80","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"243","00000000000AAB90","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"244","000000000007CBF1","Viipurin lääni","","Muu","Mies","Naimisissa"
"245","0000000000081C1A","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"246","00000000000AAB0A","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"247","0000000000141128","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"248","000000000006A3F9","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"249","000000000007C885","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"250","00000000000AAC3A","Viipurin lääni","","Muu","Mies","Naimisissa"
"251","00000000000AAB92","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"252","00000000000AAB43","Viipurin lääni","","Muu","Mies","Naimaton"
"253","00000000000AAC07","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"254","0000000000124934","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"255","00000000000F60EF","Viipurin lääni","","Muu","Mies","Naimisissa"
"256","00000000000AAAF5","Viipurin lääni","","Muu","Mies","Naimisissa"
"257","000000000006B4D8","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"258","00000000000815CC","Viipurin lääni","","Huono","Mies","Naimisissa"
"259","0000000000089151","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"260","00000000000AAB6E","Viipurin lääni","","Ei tietoa","Mies","Leski"
"261","00000000000AAAED","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"262","00000000000822FB","Viipurin lääni","","Muu","Mies","Naimisissa"
"263","00000000000AAC47","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"264","000000000010492E","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"265","0000000000105567","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"266","00000000000A27BE","Viipurin lääni","","Huono","Mies","Naimisissa"
"267","00000000000EA2AB","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"268","00000000000887D6","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"269","00000000000AAB98","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"270","00000000000AABF3","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"271","000000000008249A","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"272","00000000000AAB5C","Viipurin lääni","","Muu","Mies","Naimisissa"
"273","00000000000AAB68","Viipurin lääni","","Muu","Mies","Naimisissa"
"274","00000000000AAB96","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"275","000000000006DF22","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"276","00000000000AAB72","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"277","00000000000BDDED","Viipurin lääni","","Muu","Mies","Naimisissa"
"278","000000000006F61C","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"279","00000000000701AB","Viipurin lääni","","Muu","Mies","Naimisissa"
"280","0000000000146E8C","Viipurin lääni","","Muu","Mies","Naimisissa"
"281","00000000000AACAB","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"282","00000000000706A5","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"283","00000000000E140B","Viipurin lääni","","Muu","Mies","Naimisissa"
"284","0000000000071469","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"285","00000000000AAC40","Viipurin lääni","","Muu","Mies","Naimisissa"
"286","00000000000E59E2","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"287","00000000000E6648","Viipurin lääni","","Muu","Mies","Naimisissa"
"288","00000000000AAC64","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"289","00000000000E660A","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"290","00000000000DD077","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"291","00000000000751BF","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"292","0000000000123ACA","Viipurin lääni","","Muu","Mies","Naimisissa"
"293","000000000008A3A0","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"294","000000000007E44A","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"295","000000000007600B","Viipurin lääni","","Muu","Mies","Naimisissa"
"296","0000000000123BBC","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"297","000000000008A4BE","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"298","0000000000077479","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"299","00000000000E63FF","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"300","0000000000141F6F","Viipurin lääni","","Muu","Mies","Naimaton"
"301","0000000000075D10","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"302","0000000000120AA0","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"303","0000000000025A50","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"304","000000000012655C","Viipurin lääni","","Muu","Mies","Naimisissa"
"305","00000000000E5B7F","Viipurin lääni","","Muu","Mies","Naimisissa"
"306","00000000000AAB85","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"307","00000000000AAC50","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"308","000000000007C6B7","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"309","00000000000795B7","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"310","00000000000E6C19","Viipurin lääni","","Muu","Mies","Naimisissa"
"311","000000000011A748","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"312","00000000000E0744","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"313","00000000000E734B","Viipurin lääni","","Muu","Mies","Naimisissa"
"314","0000000000083E95","Viipurin lääni","","Muu","Mies","Naimisissa"
"315","000000000011EC67","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"316","00000000000E92D6","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"317","000000000006625B","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"318","000000000014B8D7","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"319","00000000000AAB3D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"320","000000000014BA14","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"321","0000000000126B7E","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"322","00000000000670A7","Viipurin lääni","","Muu","Mies","Naimaton"
"323","0000000000087510","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"324","00000000000E81F9","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"325","00000000000AAC69","Viipurin lääni","","Muu","Mies","Naimisissa"
"326","000000000008410F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"327","00000000000AABA8","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"328","000000000000A8F9","Viipurin lääni","","Muu","Mies","Naimaton"
"329","0000000100513CB2","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"330","0000000100513EBB","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"331","000000000011BF6C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"332","00000000000BCEA2","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"333","00000001002B192F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"334","00000000000D551D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"335","00000000000E0259","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"336","00000000000E5096","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"337","000000000000A945","Viipurin lääni","","Muu","Mies","Naimisissa"
"338","0000000000145528","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"339","000000000008C1E7","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"340","0000000000148C83","Viipurin lääni","","Huono","Mies","Naimisissa"
"341","00000000000E8455","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"342","000000000001AE57","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"343","00000000000ACE73","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"344","000000000009FE90","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"345","0000000000154A6F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"346","00000000000F9DE3","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"347","0000000000126BEE","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"348","00000000000381D4","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"349","0000000000154A70","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"350","00000000001530EF","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"351","000000000010FADD","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"352","000000000014D00F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"353","000000000010342D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"354","0000000000103BA8","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"355","0000000000103D26","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"356","0000000000103D48","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"357","0000000000119308","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"358","00000001002B1983","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"359","000000000000B03F","Viipurin lääni","","Ei tietoa","Nainen","Naimaton"
"360","00000000001298EF","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"361","00000001002B198C","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"362","000000000012BE3C","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"363","000000000013EC85","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"364","000000000002FB65","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"365","000000000013BE8F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"366","000000000009B153","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"367","00000000000B1B64","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"368","000000000010E658","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"369","00000000000B18B0","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"370","000000000011AEAF","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"371","00000000000B1B10","Viipurin lääni","","Ei tietoa","Mies","Leski"
"372","0000000000129A38","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"373","00000000000378FC","Viipurin lääni","","Ei tietoa","Mies","Leski"
"374","000000000011E761","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"375","00000000000747B8","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"376","00000000000756D5","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"377","00000000000B18A8","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"378","000000000003D45C","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"379","000000000013BE39","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"380","000000000011B465","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"381","00000000000F72AE","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"382","00000001002B19CD","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"383","00000001002B19D0","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"384","00000000000B1B51","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"385","00000000000B1BDE","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"386","000000000009FB42","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"387","000000000013BEAA","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"388","00000000001034E5","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"389","00000000000E23A8","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"390","00000000000B1AB7","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"391","000000000013BEA4","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"392","0000000000151464","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"393","0000000000103517","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"394","0000000000151323","Viipurin lääni","Venäläinen","Ei tietoa","Mies","Naimisissa"
"395","0000000000154A74","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"396","00000000000E9BD0","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"397","0000000000135A2D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"398","000000000012809D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"399","00000000000B8153","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"400","00000000000E5AD9","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"401","00000000000ADA98","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"402","000000000008A9C5","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"403","000000000011FF5F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"404","00000000000B840C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"405","00000000000D8B41","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"406","00000000000E7294","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"407","00000000000D1F60","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"408","0000000000105307","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"409","00000000001388D2","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"410","000000000007FAB8","Viipurin lääni","","Huono","Mies","Naimisissa"
"411","00000000000CA36D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"412","00000000000D0A8F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"413","00000000000AD852","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"414","000000000008857D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"415","00000001002B1A45","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"416","00000001002B1A49","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"417","00000001002B1A4D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"418","00000000000FB301","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"419","000000000014857D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"420","00000001002B1A58","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"421","000000000011A2BC","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"422","000000000011AF7C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"423","00000000000D9A73","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"424","00000000000D6373","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"425","0000000000155067","Viipurin lääni","","Ei tietoa","Nainen","Naimisissa"
"426","000000000010E2F8","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"427","000000000015501A","Viipurin lääni","","Ei tietoa","Nainen","Naimisissa"
"428","00000000000324F9","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"429","000000000010E2F2","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"430","0000000000100560","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"431","00000000001001FA","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"432","00000000000E0607","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"433","00000000000EF0E0","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"434","00000000001008C1","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"435","000000000003F9ED","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"436","00000000000EEFE2","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"437","00000000001195CA","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"438","00000001002B1AA0","Viipurin lääni","","","Mies","Naimaton"
"439","00000000000CCF22","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"440","000000000010F1DF","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"441","00000000000DAA82","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"442","0000000000100D15","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"443","00000001002B1AB3","Viipurin lääni","","","Mies","Naimaton"
"444","0000000000146C20","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"445","0000000000100F1D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"446","0000000000100B58","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"447","0000000000101214","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"448","00000001002B1AC7","Viipurin lääni","","","Mies","Naimaton"
"449","0000000000126C7C","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
